ks_window_id,ks_window_label,ks_window_kyr,dataset_id,dataset_label,model_id,term,beta,rate_ratio_per_unit
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,stationary,intercept,-1.8997481072921507,0.14960629921259844
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,intercept,-1.9426734714829952,0.14332027446700438
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,same_type_history_count,-0.06333459753612819,0.9386293580703599
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,cheng_log_resolution_scaled,-2.255140867203926,0.1048587715338988
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,baseline_lr04,intercept,-1.928394095564778,0.14538147988301534
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,baseline_lr04,same_type_history_count,-0.1700435884208027,0.8436280433807904
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,baseline_lr04,cheng_log_resolution_scaled,-2.6301263759860096,0.07206935382758496
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,baseline_lr04,lr04_scaled,1.6194375514660422,5.050249012441932
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,baseline_co2,intercept,-1.8850038783154601,0.15182847058958399
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,baseline_co2,same_type_history_count,-0.21674144133201098,0.8051381178338329
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,baseline_co2,cheng_log_resolution_scaled,-2.7517154961606245,0.06381828721999963
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,baseline_co2,co2_scaled,-1.656465973978638,0.1908121249600031
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2,intercept,-1.9125667769007146,0.14770078466484612
