analysis_type,dataset_id,dataset_label,driver_id,driver_label,lag_ka,reduced_terms,full_terms,ok,n_bins,n_events,df,loglik_reduced,loglik_full,ll_gain_nats,info_nats_per_bin,info_bits_per_bin,info_bits_per_event,LR_statistic,LR_p_value,delta_AICc_full_minus_reduced,expected_events_reduced,expected_events_full,max_rate_full_per_kyr,converged_reduced,converged_full,LR_q_value_BH
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,0.0,event_history_2ka,event_history_2ka+lr04_lr04_scaled_lag,True,3100,91,1,-411.31876785445377,-406.9976786641587,4.321089190295083,0.0013938997388048657,0.002010972240670201,0.06850564775909476,8.642178380590167,0.00328468449947638,-6.638301160074207,91.00000006851323,90.99998986569707,0.3017438007705941,True,True,0.009215364845753176
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,0.0,event_history_2ka,event_history_2ka+co2_co2_scaled_lag,True,3100,91,1,-411.31876785445377,-408.1190297662195,3.1997380882342554,0.0010321735768497597,0.0014891117006577718,0.0507279810114186,6.399476176468511,0.011415404048049868,-4.395598955952551,91.00000006851323,91.00000667974699,0.2622840354786692,True,True,0.02620354111029629
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.0,event_history_2ka,event_history_2ka+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-411.31876785445377,-401.9768968100051,9.34187104444868,0.0030135067885318323,0.0043475712995001015,0.14810407723571772,18.68374208889736,8.767523825620265e-05,-14.674692735283543,91.00000006851323,91.0000082153224,0.29697808626067607,True,True,0.00020655170637408514
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,0.2,event_history_2ka,event_history_2ka+lr04_lr04_scaled_lag,True,3100,91,1,-411.31876785445377,-406.83423216189885,4.484535692554914,0.001446624416953198,0.002087037872367267,0.07109689455317064,8.969071385109828,0.0027458812161204496,-6.965194164593868,91.00000006851323,90.9999871639583,0.3053574418515283,True,True,0.008156882436122512
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,0.2,event_history_2ka,event_history_2ka+co2_co2_scaled_lag,True,3100,91,1,-411.31876785445377,-407.76490076685855,3.553867087595222,0.0011464087379339427,0.0016539182010490742,0.05634226838738604,7.107734175190444,0.007675206359035769,-5.103856954674484,91.00000006851323,91.00001604677658,0.26902400987949937,True,True,0.019609705107638282
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.2,event_history_2ka,event_history_2ka+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-411.31876785445377,-402.01396703579184,9.304800818661931,0.0030015486511812683,0.004330319354046173,0.1475163735993751,18.609601637323863,9.098637220400378e-05,-14.600552283710044,91.00000006851323,90.99999750994019,0.29654027480056894,True,True,0.00020655170637408514
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,0.4,event_history_2ka,event_history_2ka+lr04_lr04_scaled_lag,True,3100,91,1,-411.31876785445377,-406.69078344183083,4.627984412622936,0.001492898197620302,0.0021537968262588815,0.07337110067475311,9.255968825245873,0.002347291263079623,-7.252091604729912,91.00000006851323,90.99999471569835,0.30850106926347115,True,True,0.007184133865789148
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,0.4,event_history_2ka,event_history_2ka+co2_co2_scaled_lag,True,3100,91,1,-411.31876785445377,-407.78537969688534,3.5333881575684245,0.0011398026314736853,0.0016443876040192766,0.05601759969735998,7.066776315136849,0.007852641872677174,-5.062899094620889,91.00000006851323,91.00001066962139,0.2683725768447789,True,True,0.019609705107638282
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.4,event_history_2ka,event_history_2ka+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-411.31876785445377,-402.05113786398533,9.267629990468436,0.0029895580614414307,0.004313020589691175,0.14692707503343563,18.53525998093687,9.4432053706828e-05,-14.526210627323053,91.00000006851323,90.99999163036031,0.29610143414413886,True,True,0.00020655170637408514
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,0.6,event_history_2ka,event_history_2ka+lr04_lr04_scaled_lag,True,3100,91,1,-411.31876785445377,-406.5860043272885,4.732763527165275,0.0015266979119887985,0.002202559506561775,0.0750322469268297,9.46552705433055,0.0020936926864862106,-7.46164983381459,91.00000006851323,90.99999213188813,0.310769604806289,True,True,0.006821385849519589
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,0.6,event_history_2ka,event_history_2ka+co2_co2_scaled_lag,True,3100,91,1,-411.31876785445377,-407.8191586056802,3.499609248773595,0.0011289062092818048,0.0016286673897596181,0.05548207591488809,6.99921849754719,0.008154530836839681,-4.99534127703123,91.00000006851323,91.00002494250703,0.26747737291481477,True,True,0.019609705107638282
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.6,event_history_2ka,event_history_2ka+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-411.31876785445377,-402.0867136191277,9.232054235326075,0.002978082011395508,0.004296464149200929,0.14636306442332836,18.46410847065215,9.785201854851977e-05,-14.455059117038331,91.00000006851323,91.00000335599745,0.29567658264142876,True,True,0.00020655170637408514
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,0.8,event_history_2ka,event_history_2ka+lr04_lr04_scaled_lag,True,3100,91,1,-411.31876785445377,-406.54161832551677,4.777149528937002,0.0015410159770764523,0.0022232161080588584,0.07573593335145562,9.554299057874005,0.0019948167152708633,-7.550421837358044,91.00000006851323,90.99999406897102,0.31171970111496966,True,True,0.006715882941411907
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,0.8,event_history_2ka,event_history_2ka+co2_co2_scaled_lag,True,3100,91,1,-411.31876785445377,-407.4804840525178,3.8382838019359724,0.0012381560651406362,0.0017862816150249884,0.060851351720631476,7.676567603871945,0.005594247395093315,-5.6726903833559845,91.00000006851323,90.99998583778807,0.27378089273689254,True,True,0.014868920708011178
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.8,event_history_2ka,event_history_2ka+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-411.31876785445377,-402.1209568579101,9.197810996543694,0.0029670358053366756,0.004280527842499214,0.14582017924997323,18.39562199308739,0.00010126081969074657,-14.38657263947357,91.00000006851323,91.00000863654624,0.29526415156316294,True,True,0.00020655170637408514
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,1.0,event_history_2ka,event_history_2ka+lr04_lr04_scaled_lag,True,3100,91,1,-411.31876785445377,-406.43452970538704,4.884238149066732,0.001575560693247333,0.002273053598767505,0.07743369402394797,9.768476298133464,0.0017752952092157975,-7.764599077617504,91.00000006851323,90.99999881439827,0.3139396159539221,True,True,0.006403743433242698
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,1.0,event_history_2ka,event_history_2ka+co2_co2_scaled_lag,True,3100,91,1,-411.31876785445377,-407.2457105560566,4.073057298397146,0.0013138894510958533,0.00189554179537231,0.0645734018203754,8.146114596794291,0.004315352257932617,-6.142237376278331,91.00000006851323,90.99999244199878,0.2780564435008974,True,True,0.012106960501422064
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.0,event_history_2ka,event_history_2ka+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-411.31876785445377,-402.1564185297431,9.162349324710647,0.0029555965563582733,0.004264024494726578,0.14525797729288342,18.324698649421293,0.00010491612624202322,-14.315649295807475,91.00000006851323,90.99999489875279,0.29484383429525884,True,True,0.00020655170637408514
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,1.2,event_history_2ka,event_history_2ka+lr04_lr04_scaled_lag,True,3100,91,1,-411.31876785445377,-406.2524292689642,5.066338585489575,0.0016343027695127662,0.0023578005008871666,0.08032067640384853,10.13267717097915,0.0014566368827879342,-8.12879995046319,91.00000006851323,90.99999156903641,0.31768130457476806,True,True,0.005658474044676206
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,1.2,event_history_2ka,event_history_2ka+co2_co2_scaled_lag,True,3100,91,1,-411.31876785445377,-406.7466255457025,4.572142308751268,0.0014748846157262153,0.0021278087209916354,0.07248579159422054,9.144284617502535,0.002494961675629008,-7.140407396986575,91.00000006851323,91.00000637597819,0.2869875315686181,True,True,0.007411503801133229
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.2,event_history_2ka,event_history_2ka+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-411.31876785445377,-402.1931884186132,9.125579435840564,0.0029437353018840528,0.004246912321717899,0.1446750351354449,18.251158871681127,0.00010884568248976614,-14.24210951806731,91.00000006851323,90.99999365273122,0.2944150183414125,True,True,0.00020655170637408514
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,1.4,event_history_2ka,event_history_2ka+lr04_lr04_scaled_lag,True,3100,91,1,-411.31876785445377,-406.06442242314705,5.254345431306717,0.0016949501391311992,0.0024452961602786398,0.08330129776773387,10.508690862613435,0.0011881440106476556,-8.504813642097474,91.00000006851323,91.0000518631164,0.32152004329403067,True,True,0.005000106044808884
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,1.4,event_history_2ka,event_history_2ka+co2_co2_scaled_lag,True,3100,91,1,-411.31876785445377,-406.33104216892923,4.987725685524538,0.0016089437695240444,0.0023212151973615344,0.07907436386616215,9.975451371049076,0.0015864110113705883,-7.971574150533115,91.00000006851323,90.999988559761,0.2942242305460281,True,True,0.005340917071614314
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.4,event_history_2ka,event_history_2ka+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-411.31876785445377,-402.2288748296587,9.08989302479506,0.0029322235563855035,0.004230304383575165,0.14410927020970343,18.17978604959012,0.0001128001346951533,-14.170736695976302,91.00000006851323,91.0000046613017,0.2939996186577273,True,True,0.00020655170637408514
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,1.6,event_history_2ka,event_history_2ka+lr04_lr04_scaled_lag,True,3100,91,1,-411.31876785445377,-405.7655417121382,5.553226142315566,0.0017913632717146987,0.0025843909085334245,0.08803969029069908,11.106452284631132,0.000860278968363561,-9.102575064115172,91.00000006851323,90.99999414697429,0.3275899815144556,True,True,0.0041375321811771264
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,1.6,event_history_2ka,event_history_2ka+co2_co2_scaled_lag,True,3100,91,1,-411.31876785445377,-406.00821039590244,5.3105574585513295,0.0017130830511455902,0.0024714564225186775,0.08419247153635055,10.621114917102659,0.0011180361719489464,-8.617237696586699,91.00000006851323,91.00000830549632,0.2939336864040903,True,True,0.0052612456236672146
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.6,event_history_2ka,event_history_2ka+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-411.31876785445377,-402.265376457264,9.053391397189785,0.0029204488378031562,0.004213317055468551,0.14353058101046712,18.10678279437957,0.00011699359161478587,-14.09773344076575,91.00000006851323,91.00000095994866,0.2935808269321236,True,True,0.00020655170637408514
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,1.8,event_history_2ka,event_history_2ka+lr04_lr04_scaled_lag,True,3100,91,1,-411.31876785445377,-405.42263775831043,5.896130096143338,0.0019019774503688186,0.0027439734355297297,0.09347601813343034,11.792260192286676,0.0005947748046477261,-9.788382971770716,91.00000006851323,91.00000350796972,0.3345043658851945,True,True,0.0033373475149677968
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,1.8,event_history_2ka,event_history_2ka+co2_co2_scaled_lag,True,3100,91,1,-411.31876785445377,-405.6046693633898,5.7140984910639645,0.0018432575777625692,0.0026592585665190615,0.0905901269913087,11.428196982127929,0.0007233784854594795,-9.424319761611969,91.00000006851323,91.00000186538276,0.2959524763095786,True,True,0.0052612456236672146
